Time (s),Gold,Noob Mines Owned,OK Mines Owned,Good Mines Owned,Super Mines Owned,Alpha Gold Mines Owned,Sigma Gold Mines Owned,Income,Noob Mines Cost,OK Mines Cost,Good Mines Cost,Super Mines Cost,Alpha Gold Mines Cost,Sigma Gold Mines Cost,Noob Mines Bought,OK Mines Bought,Good Mines Bought,Super Mines Bought,Alpha Gold Mines Bought,Sigma Gold Mines Bought
860,59800,10,67,57,36,13,0,14186,39,59335,68629,61826,51785,250000,0,1,0,0,0,0
861,14651,10,68,57,36,13,0,14191,39,65269,68629,61826,51785,250000,0,0,0,0,0,0
862,28842,10,68,57,36,13,0,14191,39,65269,68629,61826,51785,250000,0,0,0,0,0,0
863,43033,10,68,57,36,13,0,14191,39,65269,68629,61826,51785,250000,0,0,0,0,0,0
864,57224,10,68,57,36,13,0,14191,39,65269,68629,61826,51785,250000,0,0,0,0,1,0
865,19630,10,68,57,36,14,0,14891,39,65269,68629,61826,56963,250000,0,0,0,0,0,0
866,34521,10,68,57,36,14,0,14891,39,65269,68629,61826,56963,250000,0,0,0,0,0,0
867,49412,10,68,57,36,14,0,14891,39,65269,68629,61826,56963,250000,0,0,0,0,0,0
868,64303,10,68,57,36,14,0,14891,39,65269,68629,61826,56963,250000,0,0,0,1,0,0
869,17368,10,68,57,37,14,0,14991,39,65269,68629,68008,56963,250000,0,0,0,0,0,0
870,32359,10,68,57,37,14,0,14991,39,65269,68629,68008,56963,250000,0,0,0,0,0,0
871,47350,10,68,57,37,14,0,14991,39,65269,68629,68008,56963,250000,0,0,0,0,0,0
872,62341,10,68,57,37,14,0,14991,39,65269,68629,68008,56963,250000,0,0,0,0,1,0
873,20369,10,68,57,37,15,0,15691,39,65269,68629,68008,62659,250000,0,0,0,0,0,0
874,36060,10,68,57,37,15,0,15691,39,65269,68629,68008,62659,250000,0,0,0,0,0,0
875,51751,10,68,57,37,15,0,15691,39,65269,68629,68008,62659,250000,0,0,0,0,0,0
876,67442,10,68,57,37,15,0,15691,39,65269,68629,68008,62659,250000,0,1,0,0,0,0
877,17864,10,69,57,37,15,0,15696,39,71796,68629,68008,62659,250000,0,0,0,0,0,0
878,33560,10,69,57,37,15,0,15696,39,71796,68629,68008,62659,250000,0,0,0,0,0,0
879,49256,10,69,57,37,15,0,15696,39,71796,68629,68008,62659,250000,0,0,0,0,0,0
880,64952,10,69,57,37,15,0,15696,39,71796,68629,68008,62659,250000,0,0,0,0,1,0
881,17989,10,69,57,37,16,0,16396,39,71796,68629,68008,68925,250000,0,0,0,0,0,0
882,34385,10,69,57,37,16,0,16396,39,71796,68629,68008,68925,250000,0,0,0,0,0,0
883,50781,10,69,57,37,16,0,16396,39,71796,68629,68008,68925,250000,0,0,0,0,0,0
884,67177,10,69,57,37,16,0,16396,39,71796,68629,68008,68925,250000,0,0,0,0,0,0
885,83573,10,69,57,37,16,0,16396,39,71796,68629,68008,68925,250000,0,0,1,0,0,0
886,31340,10,69,58,37,16,0,16416,39,71796,75492,68008,68925,250000,0,0,0,0,0,0
887,47756,10,69,58,37,16,0,16416,39,71796,75492,68008,68925,250000,0,0,0,0,0,0
888,64172,10,69,58,37,16,0,16416,39,71796,75492,68008,68925,250000,0,0,0,0,0,0
889,80588,10,69,58,37,16,0,16416,39,71796,75492,68008,68925,250000,0,0,1,0,0,0
890,21512,10,69,59,37,16,0,16436,39,71796,83041,68008,68925,250000,0,0,0,0,0,0
891,37948,10,69,59,37,16,0,16436,39,71796,83041,68008,68925,250000,0,0,0,0,0,0
892,54384,10,69,59,37,16,0,16436,39,71796,83041,68008,68925,250000,0,0,0,0,0,0
893,70820,10,69,59,37,16,0,16436,39,71796,83041,68008,68925,250000,0,0,0,1,0,0
894,19248,10,69,59,38,16,0,16536,39,71796,83041,74809,68925,250000,0,0,0,0,0,0
895,35784,10,69,59,38,16,0,16536,39,71796,83041,74809,68925,250000,0,0,0,0,0,0
896,52320,10,69,59,38,16,0,16536,39,71796,83041,74809,68925,250000,0,0,0,0,0,0
897,68856,10,69,59,38,16,0,16536,39,71796,83041,74809,68925,250000,0,0,0,0,0,0
898,85392,10,69,59,38,16,0,16536,39,71796,83041,74809,68925,250000,0,0,1,0,0,0
899,18887,10,69,60,38,16,0,16556,39,71796,91345,74809,68925,250000,0,0,0,0,0,0
900,35443,10,69,60,38,16,0,16556,39,71796,91345,74809,68925,250000,0,0,0,0,0,0
